,Date,Temperature,,,
4986,2006-11-05 19:00:00+00:00,6.2,,,
4987,2006-11-05 20:00:00+00:00,7.2,,,
4988,2006-11-05 21:00:00+00:00,6.7,,,
4989,2006-11-05 22:00:00+00:00,7.1,,,
4990,2006-11-05 23:00:00+00:00,7.3,,,
4991,2006-11-06 00:00:00+00:00,7.9,,,
4992,2006-11-06 01:00:00+00:00,8.9,,,
4993,2006-11-06 02:00:00+00:00,8.9,,,
4994,2006-11-06 03:00:00+00:00,9.0,,,
4995,2006-11-06 04:00:00+00:00,9.5,,,
4996,2006-11-06 05:00:00+00:00,8.9,,,
4997,2006-11-06 06:00:00+00:00,8.9,,,
4998,2006-11-06 07:00:00+00:00,8.9,,,
4999,2006-11-06 08:00:00+00:00,8.9,,,
5000,2006-11-06 09:00:00+00:00,8.9,,,
5001,2006-11-06 10:00:00+00:00,9.1,,,
5002,2006-11-06 11:00:00+00:00,10.0,,,
5003,2006-11-06 12:00:00+00:00,10.1,,,
5004,2006-11-06 13:00:00+00:00,11.0,,,
5005,2006-11-06 14:00:00+00:00,11.2,,,
5006,2006-11-06 15:00:00+00:00,11.2,,,
5007,2006-11-06 16:00:00+00:00,11.1,,,
5008,2006-11-06 17:00:00+00:00,10.0,,,
5009,2006-11-06 18:00:00+00:00,10.0,,,
5010,2006-11-06 19:00:00+00:00,9.9,,,
5011,2006-11-06 20:00:00+00:00,8.9,,,
5012,2006-11-06 21:00:00+00:00,9.0,,,
5013,2006-11-06 22:00:00+00:00,9.0,,,
5014,2006-11-06 23:00:00+00:00,9.4,,,
5015,2006-11-07 00:00:00+00:00,9.4,,,
5016,2006-11-07 01:00:00+00:00,2.5,,,
5017,2006-11-07 02:00:00+00:00,8.4,,,
5018,2006-11-07 03:00:00+00:00,8.4,,,
5019,2006-11-07 04:00:00+00:00,7.8,,,
5020,2006-11-07 05:00:00+00:00,7.2,,,
5021,2006-11-07 06:00:00+00:00,7.2,,,
5022,2006-11-07 07:00:00+00:00,6.3,,,
5023,2006-11-07 08:00:00+00:00,9.0,,,
5024,2006-11-07 09:00:00+00:00,11.1,,,
5025,2006-11-07 10:00:00+00:00,12.6,,,
5026,2006-11-07 11:00:00+00:00,12.8,,,
5027,2006-11-07 12:00:00+00:00,12.8,,,
5028,2006-11-07 13:00:00+00:00,13.9,,,
5029,2006-11-07 14:00:00+00:00,13.9,,,
5030,2006-11-07 15:00:00+00:00,13.4,,,
5031,2006-11-07 16:00:00+00:00,11.4,,,
5032,2006-11-07 17:00:00+00:00,8.0,,,
5033,2006-11-07 18:00:00+00:00,7.2,,,
5034,2006-11-07 19:00:00+00:00,6.1,,,
5035,2006-11-07 20:00:00+00:00,4.8,,,
5036,2006-11-07 21:00:00+00:00,3.2,,,
5037,2006-11-07 22:00:00+00:00,3.3,,,
5038,2006-11-07 23:00:00+00:00,3.2,,,
5039,2006-11-08 00:00:00+00:00,2.1,,,
5040,2006-11-08 01:00:00+00:00,3.3,,,
5041,2006-11-08 02:00:00+00:00,1.6,,,
5042,2006-11-08 03:00:00+00:00,1.6,,,
5043,2006-11-08 04:00:00+00:00,1.6,,,
5044,2006-11-08 05:00:00+00:00,1.0,,,
5045,2006-11-08 06:00:00+00:00,1.0,,,
5046,2006-11-08 07:00:00+00:00,1.2,,,
5047,2006-11-08 08:00:00+00:00,2.7,,,
5048,2006-11-08 09:00:00+00:00,6.0,,,
5049,2006-11-08 10:00:00+00:00,8.7,,,
5050,2006-11-08 11:00:00+00:00,12.2,,,
5051,2006-11-08 12:00:00+00:00,13.9,,,
5052,2006-11-08 13:00:00+00:00,15.0,,,
5053,2006-11-08 14:00:00+00:00,16.1,,,
5054,2006-11-08 15:00:00+00:00,15.1,,,
5055,2006-11-08 16:00:00+00:00,13.0,,,
5056,2006-11-08 17:00:00+00:00,9.0,,,
5057,2006-11-08 18:00:00+00:00,8.8,,,
5058,2006-11-08 19:00:00+00:00,7.3,,,
5059,2006-11-08 20:00:00+00:00,6.0,,,
5060,2006-11-08 21:00:00+00:00,4.9,,,
5061,2006-11-08 22:00:00+00:00,6.7,,,
5062,2006-11-08 23:00:00+00:00,4.5,,,
5063,2006-11-09 00:00:00+00:00,4.0,,,
5064,2006-11-09 01:00:00+00:00,6.6,,,
5065,2006-11-09 02:00:00+00:00,4.0,,,
5066,2006-11-09 03:00:00+00:00,4.9,,,
5067,2006-11-09 04:00:00+00:00,4.3,,,
5068,2006-11-09 05:00:00+00:00,3.0,,,
5069,2006-11-09 06:00:00+00:00,2.5,,,
5070,2006-11-09 07:00:00+00:00,4.3,,,
5071,2006-11-09 08:00:00+00:00,7.7,,,
5072,2006-11-09 09:00:00+00:00,12.7,,,
5073,2006-11-09 10:00:00+00:00,14.6,,,
5074,2006-11-09 11:00:00+00:00,17.1,,,
5075,2006-11-09 12:00:00+00:00,17.7,,,
5076,2006-11-09 13:00:00+00:00,17.6,,,
5077,2006-11-09 14:00:00+00:00,17.1,,,
5078,2006-11-09 15:00:00+00:00,15.0,,,
5079,2006-11-09 16:00:00+00:00,15.1,,,
5080,2006-11-09 17:00:00+00:00,13.8,,,
5081,2006-11-09 18:00:00+00:00,12.3,,,
5082,2006-11-09 19:00:00+00:00,13.8,,,
5083,2006-11-09 20:00:00+00:00,12.1,,,
5084,2006-11-09 21:00:00+00:00,11.5,,,
5085,2006-11-09 22:00:00+00:00,10.0,,,
5086,2006-11-09 23:00:00+00:00,8.3,,,
4391,2006-11-10 00:00:00+00:00,6.7,,,
4392,2006-11-10 01:00:00+00:00,-0.1,,,
4393,2006-11-10 02:00:00+00:00,7.7,,,
4394,2006-11-10 03:00:00+00:00,7.2,,,
4395,2006-11-10 04:00:00+00:00,6.7,,,
4396,2006-11-10 05:00:00+00:00,5.1,,,
4397,2006-11-10 06:00:00+00:00,4.1,,,
4398,2006-11-10 07:00:00+00:00,5.9,,,
4399,2006-11-10 08:00:00+00:00,7.2,,,
4400,2006-11-10 09:00:00+00:00,8.9,,,
4401,2006-11-10 10:00:00+00:00,9.8,,,
4402,2006-11-10 11:00:00+00:00,10.0,,,
4403,2006-11-10 12:00:00+00:00,10.0,,,
4404,2006-11-10 13:00:00+00:00,9.9,,,
4405,2006-11-10 14:00:00+00:00,10.1,,,
4406,2006-11-10 15:00:00+00:00,10.0,,,
4407,2006-11-10 16:00:00+00:00,8.8,,,
4408,2006-11-10 17:00:00+00:00,6.2,,,
4409,2006-11-10 18:00:00+00:00,4.0,,,
4410,2006-11-10 19:00:00+00:00,4.0,,,
4411,2006-11-10 20:00:00+00:00,2.8,,,
4412,2006-11-10 21:00:00+00:00,2.2,,,
4413,2006-11-10 22:00:00+00:00,1.3,,,
4414,2006-11-10 23:00:00+00:00,-0.5,,,
4415,2006-11-11 00:00:00+00:00,-0.5,,,
4416,2006-11-11 01:00:00+00:00,3.7,,,
4417,2006-11-11 02:00:00+00:00,-1.0,,,
4418,2006-11-11 03:00:00+00:00,-1.0,,,
4419,2006-11-11 04:00:00+00:00,0.2,,,
4420,2006-11-11 05:00:00+00:00,-0.1,,,
4421,2006-11-11 06:00:00+00:00,-1.1,,,
4422,2006-11-11 07:00:00+00:00,-0.1,,,
4423,2006-11-11 08:00:00+00:00,1.0,,,
4424,2006-11-11 09:00:00+00:00,4.8,,,
4425,2006-11-11 10:00:00+00:00,7.0,,,
4426,2006-11-11 11:00:00+00:00,8.9,,,
4427,2006-11-11 12:00:00+00:00,8.9,,,
4428,2006-11-11 13:00:00+00:00,8.9,,,
4429,2006-11-11 14:00:00+00:00,8.9,,,
4430,2006-11-11 15:00:00+00:00,8.8,,,
4431,2006-11-11 16:00:00+00:00,7.3,,,
4432,2006-11-11 17:00:00+00:00,6.1,,,
4433,2006-11-11 18:00:00+00:00,5.0,,,
4434,2006-11-11 19:00:00+00:00,5.0,,,
4435,2006-11-11 20:00:00+00:00,5.0,,,
4436,2006-11-11 21:00:00+00:00,4.5,,,
4437,2006-11-11 22:00:00+00:00,4.4,,,
4438,2006-11-11 23:00:00+00:00,3.9,,,
4439,2006-11-12 00:00:00+00:00,3.9,,,
4440,2006-11-12 01:00:00+00:00,3.2,,,
4441,2006-11-12 02:00:00+00:00,4.5,,,
4442,2006-11-12 03:00:00+00:00,4.5,,,
4443,2006-11-12 04:00:00+00:00,5.1,,,
4444,2006-11-12 05:00:00+00:00,4.9,,,
4445,2006-11-12 06:00:00+00:00,5.0,,,
4446,2006-11-12 07:00:00+00:00,4.9,,,
4447,2006-11-12 08:00:00+00:00,6.0,,,
4448,2006-11-12 09:00:00+00:00,6.1,,,
4449,2006-11-12 10:00:00+00:00,7.2,,,
4450,2006-11-12 11:00:00+00:00,6.3,,,
4451,2006-11-12 12:00:00+00:00,6.2,,,
4452,2006-11-12 13:00:00+00:00,7.2,,,
4453,2006-11-12 14:00:00+00:00,7.3,,,
4454,2006-11-12 15:00:00+00:00,7.8,,,
4455,2006-11-12 16:00:00+00:00,7.2,,,
4456,2006-11-12 17:00:00+00:00,7.3,,,
4457,2006-11-12 18:00:00+00:00,6.2,,,
4458,2006-11-12 19:00:00+00:00,6.1,,,
4459,2006-11-12 20:00:00+00:00,5.1,,,
4460,2006-11-12 21:00:00+00:00,4.6,,,
4461,2006-11-12 22:00:00+00:00,4.6,,,
4462,2006-11-12 23:00:00+00:00,4.5,,,
4463,2006-11-13 00:00:00+00:00,3.9,,,
4464,2006-11-13 01:00:00+00:00,6.3,,,
4465,2006-11-13 02:00:00+00:00,4.5,,,
4466,2006-11-13 03:00:00+00:00,3.4,,,
4467,2006-11-13 04:00:00+00:00,3.8,,,
4468,2006-11-13 05:00:00+00:00,3.4,,,
4469,2006-11-13 06:00:00+00:00,2.9,,,
4470,2006-11-13 07:00:00+00:00,2.5,,,
4471,2006-11-13 08:00:00+00:00,5.0,,,
4472,2006-11-13 09:00:00+00:00,6.1,,,
4473,2006-11-13 10:00:00+00:00,7.2,,,
4474,2006-11-13 11:00:00+00:00,7.8,,,
4475,2006-11-13 12:00:00+00:00,8.9,,,
4476,2006-11-13 13:00:00+00:00,9.0,,,
4477,2006-11-13 14:00:00+00:00,8.9,,,
4478,2006-11-13 15:00:00+00:00,8.9,,,
4479,2006-11-13 16:00:00+00:00,7.4,,,
4480,2006-11-13 17:00:00+00:00,6.2,,,
4481,2006-11-13 18:00:00+00:00,5.1,,,
4482,2006-11-13 19:00:00+00:00,4.3,,,
4483,2006-11-13 20:00:00+00:00,4.1,,,
4484,2006-11-13 21:00:00+00:00,4.5,,,
4485,2006-11-13 22:00:00+00:00,5.6,,,
4486,2006-11-13 23:00:00+00:00,5.7,,,
4487,2006-11-14 00:00:00+00:00,6.2,,,
4488,2006-11-14 01:00:00+00:00,8.1,,,
4489,2006-11-14 02:00:00+00:00,6.8,,,
4490,2006-11-14 03:00:00+00:00,6.8,,,
4491,2006-11-14 04:00:00+00:00,6.7,,,
4492,2006-11-14 05:00:00+00:00,7.3,,,
4493,2006-11-14 06:00:00+00:00,7.8,,,
4494,2006-11-14 07:00:00+00:00,7.8,,,
4495,2006-11-14 08:00:00+00:00,9.0,,,
4496,2006-11-14 09:00:00+00:00,11.0,,,
4497,2006-11-14 10:00:00+00:00,11.8,,,
4498,2006-11-14 11:00:00+00:00,11.2,,,
4499,2006-11-14 12:00:00+00:00,12.3,,,
4500,2006-11-14 13:00:00+00:00,12.7,,,
4501,2006-11-14 14:00:00+00:00,12.9,,,
4502,2006-11-14 15:00:00+00:00,13.9,,,
4503,2006-11-14 16:00:00+00:00,12.2,,,
4504,2006-11-14 17:00:00+00:00,11.2,,,
4505,2006-11-14 18:00:00+00:00,9.0,,,
4506,2006-11-14 19:00:00+00:00,8.2,,,
4507,2006-11-14 20:00:00+00:00,7.3,,,
4508,2006-11-14 21:00:00+00:00,7.4,,,
4509,2006-11-14 22:00:00+00:00,7.7,,,
4510,2006-11-14 23:00:00+00:00,7.9,,,
4511,2006-11-15 00:00:00+00:00,7.9,,,
4512,2006-11-15 01:00:00+00:00,8.1,,,
4513,2006-11-15 02:00:00+00:00,7.3,,,
4514,2006-11-15 03:00:00+00:00,7.7,,,
4515,2006-11-15 04:00:00+00:00,6.9,,,
4516,2006-11-15 05:00:00+00:00,5.6,,,
4517,2006-11-15 06:00:00+00:00,5.1,,,
4518,2006-11-15 07:00:00+00:00,5.2,,,
4519,2006-11-15 08:00:00+00:00,7.8,,,
4520,2006-11-15 09:00:00+00:00,11.1,,,
4521,2006-11-15 10:00:00+00:00,13.7,,,
4522,2006-11-15 11:00:00+00:00,16.0,,,
4523,2006-11-15 12:00:00+00:00,17.2,,,
4524,2006-11-15 13:00:00+00:00,17.6,,,
4525,2006-11-15 14:00:00+00:00,17.8,,,
4526,2006-11-15 15:00:00+00:00,16.2,,,
4527,2006-11-15 16:00:00+00:00,13.0,,,
4528,2006-11-15 17:00:00+00:00,11.3,,,
4529,2006-11-15 18:00:00+00:00,10.0,,,
4530,2006-11-15 19:00:00+00:00,9.1,,,
4531,2006-11-15 20:00:00+00:00,7.8,,,
4532,2006-11-15 21:00:00+00:00,8.3,,,
4533,2006-11-15 22:00:00+00:00,7.9,,,
4534,2006-11-15 23:00:00+00:00,7.2,,,
4535,2006-11-16 00:00:00+00:00,6.7,,,
4536,2006-11-16 01:00:00+00:00,6.4,,,
4537,2006-11-16 02:00:00+00:00,6.0,,,
4538,2006-11-16 03:00:00+00:00,5.5,,,
4539,2006-11-16 04:00:00+00:00,6.2,,,
4540,2006-11-16 05:00:00+00:00,7.5,,,
4541,2006-11-16 06:00:00+00:00,8.5,,,
4542,2006-11-16 07:00:00+00:00,8.4,,,
4543,2006-11-16 08:00:00+00:00,8.7,,,
4544,2006-11-16 09:00:00+00:00,11.1,,,
4545,2006-11-16 10:00:00+00:00,13.8,,,
4546,2006-11-16 11:00:00+00:00,17.2,,,
4547,2006-11-16 12:00:00+00:00,18.8,,,
4548,2006-11-16 13:00:00+00:00,18.7,,,
4549,2006-11-16 14:00:00+00:00,18.9,,,
4550,2006-11-16 15:00:00+00:00,17.8,,,
4551,2006-11-16 16:00:00+00:00,15.2,,,
4552,2006-11-16 17:00:00+00:00,13.0,,,
4553,2006-11-16 18:00:00+00:00,12.4,,,
4554,2006-11-16 19:00:00+00:00,10.4,,,
4555,2006-11-16 20:00:00+00:00,9.0,,,
4556,2006-11-16 21:00:00+00:00,8.4,,,
4557,2006-11-16 22:00:00+00:00,8.1,,,
4558,2006-11-16 23:00:00+00:00,8.3,,,
4559,2006-11-17 00:00:00+00:00,6.3,,,
4560,2006-11-17 01:00:00+00:00,9.2,,,
4561,2006-11-17 02:00:00+00:00,6.3,,,
4562,2006-11-17 03:00:00+00:00,5.9,,,
4563,2006-11-17 04:00:00+00:00,6.4,,,
4564,2006-11-17 05:00:00+00:00,7.3,,,
4565,2006-11-17 06:00:00+00:00,7.3,,,
4566,2006-11-17 07:00:00+00:00,7.1,,,
4567,2006-11-17 08:00:00+00:00,7.9,,,
4568,2006-11-17 09:00:00+00:00,11.1,,,
4569,2006-11-17 10:00:00+00:00,12.8,,,
4570,2006-11-17 11:00:00+00:00,15.2,,,
4571,2006-11-17 12:00:00+00:00,17.4,,,
4572,2006-11-17 13:00:00+00:00,17.8,,,
4573,2006-11-17 14:00:00+00:00,17.9,,,
4574,2006-11-17 15:00:00+00:00,17.4,,,
4575,2006-11-17 16:00:00+00:00,15.3,,,
4576,2006-11-17 17:00:00+00:00,13.0,,,
4577,2006-11-17 18:00:00+00:00,13.0,,,
4578,2006-11-17 19:00:00+00:00,12.3,,,
4579,2006-11-17 20:00:00+00:00,12.9,,,
4580,2006-11-17 21:00:00+00:00,12.3,,,
4581,2006-11-17 22:00:00+00:00,12.1,,,
4582,2006-11-17 23:00:00+00:00,11.6,,,
4583,2006-11-18 00:00:00+00:00,11.1,,,
4584,2006-11-18 01:00:00+00:00,8.8,,,
4585,2006-11-18 02:00:00+00:00,7.4,,,
4586,2006-11-18 03:00:00+00:00,6.7,,,
4587,2006-11-18 04:00:00+00:00,5.7,,,
4588,2006-11-18 05:00:00+00:00,5.1,,,
4589,2006-11-18 06:00:00+00:00,5.1,,,
4590,2006-11-18 07:00:00+00:00,5.0,,,
4591,2006-11-18 08:00:00+00:00,7.2,,,
4592,2006-11-18 09:00:00+00:00,10.2,,,
4593,2006-11-18 10:00:00+00:00,13.7,,,
4594,2006-11-18 11:00:00+00:00,16.1,,,
4595,2006-11-18 12:00:00+00:00,17.8,,,
4596,2006-11-18 13:00:00+00:00,18.7,,,
4597,2006-11-18 14:00:00+00:00,17.4,,,
4598,2006-11-18 15:00:00+00:00,16.2,,,
4599,2006-11-18 16:00:00+00:00,14.4,,,
4600,2006-11-18 17:00:00+00:00,12.9,,,
4601,2006-11-18 18:00:00+00:00,12.3,,,
4602,2006-11-18 19:00:00+00:00,11.2,,,
4603,2006-11-18 20:00:00+00:00,11.2,,,
4604,2006-11-18 21:00:00+00:00,11.1,,,
4605,2006-11-18 22:00:00+00:00,10.4,,,
4606,2006-11-18 23:00:00+00:00,9.0,,,
4607,2006-11-19 00:00:00+00:00,9.4,,,
4608,2006-11-19 01:00:00+00:00,7.9,,,
4609,2006-11-19 02:00:00+00:00,8.9,,,
4610,2006-11-19 03:00:00+00:00,7.9,,,
4611,2006-11-19 04:00:00+00:00,7.5,,,
4612,2006-11-19 05:00:00+00:00,7.9,,,
4613,2006-11-19 06:00:00+00:00,8.4,,,
4614,2006-11-19 07:00:00+00:00,7.5,,,
4615,2006-11-19 08:00:00+00:00,7.9,,,
4616,2006-11-19 09:00:00+00:00,10.0,,,
4617,2006-11-19 10:00:00+00:00,12.1,,,
4618,2006-11-19 11:00:00+00:00,12.8,,,
4619,2006-11-19 12:00:00+00:00,15.0,,,
4620,2006-11-19 13:00:00+00:00,16.1,,,
4621,2006-11-19 14:00:00+00:00,16.2,,,
4622,2006-11-19 15:00:00+00:00,13.9,,,
4623,2006-11-19 16:00:00+00:00,12.9,,,
4624,2006-11-19 17:00:00+00:00,12.2,,,
4625,2006-11-19 18:00:00+00:00,12.0,,,
4626,2006-11-19 19:00:00+00:00,10.1,,,
4627,2006-11-19 20:00:00+00:00,9.9,,,
4628,2006-11-19 21:00:00+00:00,8.7,,,
4629,2006-11-19 22:00:00+00:00,7.7,,,
4630,2006-11-19 23:00:00+00:00,7.2,,,
4655,2006-11-20 00:00:00+00:00,7.6,,,
4656,2006-11-20 01:00:00+00:00,7.1,,,
4657,2006-11-20 02:00:00+00:00,7.7,,,
4658,2006-11-20 03:00:00+00:00,8.1,,,
4659,2006-11-20 04:00:00+00:00,8.1,,,
4660,2006-11-20 05:00:00+00:00,7.7,,,
4661,2006-11-20 06:00:00+00:00,7.1,,,
4662,2006-11-20 07:00:00+00:00,5.8,,,
4663,2006-11-20 08:00:00+00:00,7.2,,,
4664,2006-11-20 09:00:00+00:00,8.8,,,
4665,2006-11-20 10:00:00+00:00,9.9,,,
4666,2006-11-20 11:00:00+00:00,12.1,,,
4667,2006-11-20 12:00:00+00:00,12.7,,,
4668,2006-11-20 13:00:00+00:00,12.7,,,
4669,2006-11-20 14:00:00+00:00,12.8,,,
4670,2006-11-20 15:00:00+00:00,12.8,,,
4671,2006-11-20 16:00:00+00:00,11.3,,,
4672,2006-11-20 17:00:00+00:00,9.9,,,
4673,2006-11-20 18:00:00+00:00,8.8,,,
4674,2006-11-20 19:00:00+00:00,7.3,,,
4675,2006-11-20 20:00:00+00:00,6.3,,,
4676,2006-11-20 21:00:00+00:00,5.8,,,
4677,2006-11-20 22:00:00+00:00,6.9,,,
4678,2006-11-20 23:00:00+00:00,7.8,,,
4679,2006-11-21 00:00:00+00:00,7.3,,,
4680,2006-11-21 01:00:00+00:00,7.7,,,
4681,2006-11-21 02:00:00+00:00,6.7,,,
4682,2006-11-21 03:00:00+00:00,6.8,,,
4683,2006-11-21 04:00:00+00:00,6.7,,,
4684,2006-11-21 05:00:00+00:00,7.2,,,
4685,2006-11-21 06:00:00+00:00,7.2,,,
4686,2006-11-21 07:00:00+00:00,7.2,,,
4687,2006-11-21 08:00:00+00:00,7.2,,,
4688,2006-11-21 09:00:00+00:00,7.3,,,
4689,2006-11-21 10:00:00+00:00,7.9,,,
4690,2006-11-21 11:00:00+00:00,8.9,,,
4691,2006-11-21 12:00:00+00:00,9.9,,,
4692,2006-11-21 13:00:00+00:00,10.9,,,
4693,2006-11-21 14:00:00+00:00,11.0,,,
4694,2006-11-21 15:00:00+00:00,11.0,,,
4695,2006-11-21 16:00:00+00:00,10.1,,,
4696,2006-11-21 17:00:00+00:00,10.0,,,
4697,2006-11-21 18:00:00+00:00,10.0,,,
4698,2006-11-21 19:00:00+00:00,9.0,,,
4699,2006-11-21 20:00:00+00:00,8.9,,,
4700,2006-11-21 21:00:00+00:00,8.9,,,
4701,2006-11-21 22:00:00+00:00,8.4,,,
4702,2006-11-21 23:00:00+00:00,8.3,,,
4703,2006-11-22 00:00:00+00:00,8.3,,,
4704,2006-11-22 01:00:00+00:00,8.2,,,
4705,2006-11-22 02:00:00+00:00,7.7,,,
4706,2006-11-22 03:00:00+00:00,7.7,,,
4707,2006-11-22 04:00:00+00:00,7.4,,,
4708,2006-11-22 05:00:00+00:00,7.1,,,
4709,2006-11-22 06:00:00+00:00,6.0,,,
4710,2006-11-22 07:00:00+00:00,7.2,,,
4711,2006-11-22 08:00:00+00:00,7.6,,,
4712,2006-11-22 09:00:00+00:00,8.8,,,
4713,2006-11-22 10:00:00+00:00,10.9,,,
4714,2006-11-22 11:00:00+00:00,11.1,,,
4715,2006-11-22 12:00:00+00:00,12.7,,,
4716,2006-11-22 13:00:00+00:00,13.8,,,
4717,2006-11-22 14:00:00+00:00,13.8,,,
4718,2006-11-22 15:00:00+00:00,12.8,,,
4719,2006-11-22 16:00:00+00:00,11.3,,,
4720,2006-11-22 17:00:00+00:00,10.0,,,
4721,2006-11-22 18:00:00+00:00,10.0,,,
4722,2006-11-22 19:00:00+00:00,9.8,,,
4723,2006-11-22 20:00:00+00:00,9.8,,,
4724,2006-11-22 21:00:00+00:00,9.8,,,
4725,2006-11-22 22:00:00+00:00,9.3,,,
4726,2006-11-22 23:00:00+00:00,7.8,,,
4727,2006-11-23 00:00:00+00:00,8.3,,,
4728,2006-11-23 01:00:00+00:00,7.5,,,
4729,2006-11-23 02:00:00+00:00,9.4,,,
4730,2006-11-23 03:00:00+00:00,8.9,,,
4731,2006-11-23 04:00:00+00:00,8.4,,,
4732,2006-11-23 05:00:00+00:00,8.8,,,
4733,2006-11-23 06:00:00+00:00,8.8,,,
4734,2006-11-23 07:00:00+00:00,8.8,,,
4735,2006-11-23 08:00:00+00:00,9.9,,,
4736,2006-11-23 09:00:00+00:00,8.9,,,
4737,2006-11-23 10:00:00+00:00,10.0,,,
4738,2006-11-23 11:00:00+00:00,10.5,,,
4739,2006-11-23 12:00:00+00:00,10.0,,,
4740,2006-11-23 13:00:00+00:00,10.0,,,
4741,2006-11-23 14:00:00+00:00,10.0,,,
4742,2006-11-23 15:00:00+00:00,10.0,,,
4743,2006-11-23 16:00:00+00:00,9.0,,,
4744,2006-11-23 17:00:00+00:00,8.9,,,
4745,2006-11-23 18:00:00+00:00,7.8,,,
4746,2006-11-23 19:00:00+00:00,7.8,,,
4747,2006-11-23 20:00:00+00:00,7.3,,,
4748,2006-11-23 21:00:00+00:00,7.8,,,
4749,2006-11-23 22:00:00+00:00,7.2,,,
4750,2006-11-23 23:00:00+00:00,7.2,,,
4751,2006-11-24 00:00:00+00:00,7.2,,,
4752,2006-11-24 01:00:00+00:00,4.0,,,
4753,2006-11-24 02:00:00+00:00,7.2,,,
4754,2006-11-24 03:00:00+00:00,7.2,,,
4755,2006-11-24 04:00:00+00:00,6.4,,,
4756,2006-11-24 05:00:00+00:00,6.1,,,
4757,2006-11-24 06:00:00+00:00,4.0,,,
4758,2006-11-24 07:00:00+00:00,3.0,,,
4759,2006-11-24 08:00:00+00:00,3.0,,,
4760,2006-11-24 09:00:00+00:00,3.1,,,
4761,2006-11-24 10:00:00+00:00,5.3,,,
4762,2006-11-24 11:00:00+00:00,6.5,,,
4763,2006-11-24 12:00:00+00:00,7.5,,,
4764,2006-11-24 13:00:00+00:00,8.0,,,
4765,2006-11-24 14:00:00+00:00,8.1,,,
4766,2006-11-24 15:00:00+00:00,8.5,,,
4767,2006-11-24 16:00:00+00:00,7.8,,,
4768,2006-11-24 17:00:00+00:00,8.8,,,
4769,2006-11-24 18:00:00+00:00,8.8,,,
4770,2006-11-24 19:00:00+00:00,7.6,,,
4771,2006-11-24 20:00:00+00:00,8.8,,,
4772,2006-11-24 21:00:00+00:00,8.3,,,
4773,2006-11-24 22:00:00+00:00,7.6,,,
4774,2006-11-24 23:00:00+00:00,7.3,,,
4775,2006-11-25 00:00:00+00:00,5.2,,,
4776,2006-11-25 01:00:00+00:00,7.3,,,
4777,2006-11-25 02:00:00+00:00,5.2,,,
4778,2006-11-25 03:00:00+00:00,4.6,,,
4779,2006-11-25 04:00:00+00:00,4.4,,,
4780,2006-11-25 05:00:00+00:00,3.5,,,
4781,2006-11-25 06:00:00+00:00,4.0,,,
4782,2006-11-25 07:00:00+00:00,4.9,,,
4783,2006-11-25 08:00:00+00:00,6.0,,,
4784,2006-11-25 09:00:00+00:00,7.6,,,
4785,2006-11-25 10:00:00+00:00,10.0,,,
4786,2006-11-25 11:00:00+00:00,11.6,,,
4787,2006-11-25 12:00:00+00:00,14.9,,,
4788,2006-11-25 13:00:00+00:00,15.0,,,
4789,2006-11-25 14:00:00+00:00,15.0,,,
4790,2006-11-25 15:00:00+00:00,13.9,,,
4791,2006-11-25 16:00:00+00:00,12.4,,,
4792,2006-11-25 17:00:00+00:00,12.1,,,
4793,2006-11-25 18:00:00+00:00,11.0,,,
4794,2006-11-25 19:00:00+00:00,10.9,,,
4795,2006-11-25 20:00:00+00:00,9.9,,,
4796,2006-11-25 21:00:00+00:00,9.9,,,
4797,2006-11-25 22:00:00+00:00,9.3,,,
4798,2006-11-25 23:00:00+00:00,8.2,,,
4799,2006-11-26 00:00:00+00:00,8.2,,,
4800,2006-11-26 01:00:00+00:00,5.7,,,
4801,2006-11-26 02:00:00+00:00,7.1,,,
4802,2006-11-26 03:00:00+00:00,7.1,,,
4803,2006-11-26 04:00:00+00:00,7.0,,,
4804,2006-11-26 05:00:00+00:00,7.0,,,
4805,2006-11-26 06:00:00+00:00,7.0,,,
4806,2006-11-26 07:00:00+00:00,6.8,,,
4807,2006-11-26 08:00:00+00:00,7.6,,,
4808,2006-11-26 09:00:00+00:00,9.8,,,
4809,2006-11-26 10:00:00+00:00,11.0,,,
4810,2006-11-26 11:00:00+00:00,12.7,,,
4811,2006-11-26 12:00:00+00:00,14.9,,,
4812,2006-11-26 13:00:00+00:00,15.0,,,
4813,2006-11-26 14:00:00+00:00,15.1,,,
4814,2006-11-26 15:00:00+00:00,12.9,,,
4815,2006-11-26 16:00:00+00:00,11.4,,,
4816,2006-11-26 17:00:00+00:00,11.0,,,
4817,2006-11-26 18:00:00+00:00,8.9,,,
4818,2006-11-26 19:00:00+00:00,7.9,,,
4819,2006-11-26 20:00:00+00:00,7.7,,,
4820,2006-11-26 21:00:00+00:00,7.6,,,
4821,2006-11-26 22:00:00+00:00,6.6,,,
4822,2006-11-26 23:00:00+00:00,6.5,,,
4823,2006-11-27 00:00:00+00:00,5.9,,,
4824,2006-11-27 01:00:00+00:00,2.3,,,
4825,2006-11-27 02:00:00+00:00,4.4,,,
4826,2006-11-27 03:00:00+00:00,4.3,,,
4827,2006-11-27 04:00:00+00:00,3.3,,,
4828,2006-11-27 05:00:00+00:00,3.7,,,
4829,2006-11-27 06:00:00+00:00,2.7,,,
4830,2006-11-27 07:00:00+00:00,1.4,,,
